Date,Order_ID,Product,SKU,Category,Region,City,Salesperson,Channel,Quantity,Unit_Price,Discount_Rate,Revenue,Unit_Cost,Profit
2025-10-09,RS-00423,Laptop Pro 14,LAP-140,Computers,North,Batroun,David,Online,6,950,0,5700,650,1800
2025-10-20,RS-00424,Gaming Laptop X,LAP-220,Computers,North,Batroun,Carla,Online,6,1250,0.15,6375.0,850,1275.0
2025-12-25,RS-00425,27-inch Monitor,MON-027,Displays,Bekaa,Zahle,David,Store,17,220,0,3740,135,1445
2025-10-01,RS-00426,Laptop Pro 14,LAP-140,Computers,South,Tyre,Nour,B2B,23,950,0.1,19665.0,650,4715.0
2026-01-05,RS-00427,Gaming Laptop X,LAP-220,Computers,Mount Lebanon,Byblos,Bob,Online,5,1250,0.1,5625.0,850,1375.0
2025-11-27,RS-00428,Laptop Pro 14,LAP-140,Computers,Beirut,Beirut,Alice,Store,2,950,0,1900,650,600
2025-10-27,RS-00429,Laptop Pro 14,LAP-140,Computers,Mount Lebanon,Jounieh,Nour,Store,9,950,0.15,7267.5,650,1417.5
2025-12-26,RS-00430,Mechanical Keyboard,KEY-022,Accessories,South,Tyre,Alice,Store,38,55,0.05,1985.5,25,1035.5
2026-01-20,RS-00431,Laptop Pro 14,LAP-140,Computers,Beirut,Beirut,Maya,Store,9,950,0.05,8122.5,650,2272.5
2026-02-16,RS-00432,Gaming Laptop X,LAP-220,Computers,Bekaa,Zahle,Elie,Store,7,1250,0,8750,850,2800
2026-02-03,RS-00433,Laptop Pro 14,LAP-140,Computers,North,Batroun,Alice,Store,3,950,0.05,2707.5,650,757.5
2025-11-21,RS-00434,Laptop Pro 14,LAP-140,Computers,South,Saida,Carla,Online,8,950,0.15,6460.0,650,1260.0
2026-01-30,RS-00435,Webcam HD,CAM-018,Accessories,Bekaa,Zahle,Nour,Store,25,65,0.05,1543.75,32,743.75
2026-01-08,RS-00436,Laptop Pro 14,LAP-140,Computers,Mount Lebanon,Byblos,Maya,Store,4,950,0,3800,650,1200
2026-01-21,RS-00437,27-inch Monitor,MON-027,Displays,South,Saida,Elie,Online,14,220,0,3080,135,1190
2025-12-28,RS-00438,USB-C Dock,DOC-101,Accessories,Mount Lebanon,Byblos,David,Online,23,120,0.1,2484.0,70,874.0
2026-02-11,RS-00439,27-inch Monitor,MON-027,Displays,South,Tyre,David,Store,14,220,0.05,2926.0,135,1036.0
2026-02-06,RS-00440,4K Monitor,MON-040,Displays,Mount Lebanon,Jounieh,Bob,B2B,17,380,0.1,5814.0,240,1734.0
2025-11-24,RS-00441,USB-C Dock,DOC-101,Accessories,Mount Lebanon,Jounieh,Alice,Store,30,120,0.15,3060.0,70,960.0
2025-11-07,RS-00442,Webcam HD,CAM-018,Accessories,Bekaa,Zahle,Maya,B2B,49,65,0.1,2866.5,32,1298.5
2025-10-23,RS-00443,27-inch Monitor,MON-027,Displays,Mount Lebanon,Byblos,Maya,Online,10,220,0,2200,135,850
2026-02-11,RS-00444,USB-C Dock,DOC-101,Accessories,Beirut,Beirut,Nour,Store,14,120,0.05,1596.0,70,616.0
2025-10-26,RS-00445,Tablet Air,TAB-080,Tablets,Beirut,Beirut,Elie,Online,10,420,0,4200,280,1400
2026-02-02,RS-00446,4K Monitor,MON-040,Displays,South,Tyre,Alice,Store,1,380,0,380,240,140
2026-01-11,RS-00447,Laptop Pro 14,LAP-140,Computers,North,Batroun,David,Store,2,950,0,1900,650,600
2025-12-26,RS-00448,Webcam HD,CAM-018,Accessories,Bekaa,Zahle,Elie,Store,38,65,0.05,2346.5,32,1130.5
2025-10-26,RS-00449,USB Cable,USB-001,Accessories,South,Saida,Carla,Store,28,14,0,392,4,280
2026-01-15,RS-00450,Mechanical Keyboard,KEY-022,Accessories,Beirut,Beirut,David,Store,36,55,0.1,1782.0,25,882.0
2026-01-13,RS-00451,USB-C Dock,DOC-101,Accessories,North,Batroun,Alice,Store,18,120,0.05,2052.0,70,792.0
2025-11-04,RS-00452,USB-C Dock,DOC-101,Accessories,North,Tripoli,Carla,Store,25,120,0.1,2700.0,70,950.0
2025-10-15,RS-00453,Gaming Laptop X,LAP-220,Computers,South,Tyre,Alice,B2B,19,1250,0.1,21375.0,850,5225.0
2025-11-01,RS-00454,Wireless Mouse,MOU-014,Accessories,South,Saida,Maya,Store,33,28,0,924,11,561
2026-01-30,RS-00455,Mechanical Keyboard,KEY-022,Accessories,North,Batroun,Maya,Store,43,55,0.05,2246.75,25,1171.75
2025-12-12,RS-00456,Laptop Pro 14,LAP-140,Computers,North,Tripoli,Carla,Online,1,950,0.1,855.0,650,205.0
2025-11-24,RS-00457,Webcam HD,CAM-018,Accessories,South,Saida,David,Store,29,65,0.1,1696.5,32,768.5
2025-10-03,RS-00458,27-inch Monitor,MON-027,Displays,Mount Lebanon,Jounieh,Carla,Online,19,220,0,4180,135,1615
2025-12-04,RS-00459,Mechanical Keyboard,KEY-022,Accessories,Bekaa,Zahle,Elie,Store,36,55,0,1980,25,1080
2026-01-28,RS-00460,Gaming Laptop X,LAP-220,Computers,Mount Lebanon,Byblos,Bob,Store,6,1250,0.15,6375.0,850,1275.0
2026-01-04,RS-00461,4K Monitor,MON-040,Displays,Bekaa,Zahle,Elie,Online,1,380,0,380,240,140
2025-12-23,RS-00462,Webcam HD,CAM-018,Accessories,Bekaa,Zahle,Elie,Store,38,65,0.05,2346.5,32,1130.5
2025-12-01,RS-00463,Noise-Cancel Headset,HDS-033,Audio,Mount Lebanon,Byblos,Maya,Online,21,145,0.15,2588.25,85,803.25
2025-12-06,RS-00464,Noise-Cancel Headset,HDS-033,Audio,Mount Lebanon,Byblos,Nour,Online,11,145,0.05,1515.25,85,580.25
2025-11-18,RS-00465,Gaming Laptop X,LAP-220,Computers,South,Saida,Rami,B2B,12,1250,0.1,13500.0,850,3300.0
2025-12-15,RS-00466,Laptop Pro 14,LAP-140,Computers,Mount Lebanon,Jounieh,Elie,Online,1,950,0.05,902.5,650,252.5
2025-11-16,RS-00467,Tablet Air,TAB-080,Tablets,North,Batroun,Bob,Store,5,420,0,2100,280,700
2025-12-24,RS-00468,27-inch Monitor,MON-027,Displays,Bekaa,Zahle,Rami,Online,20,220,0,4400,135,1700
2025-10-19,RS-00469,27-inch Monitor,MON-027,Displays,South,Saida,Bob,Online,8,220,0,1760,135,680
2025-11-08,RS-00470,Laptop Pro 14,LAP-140,Computers,South,Saida,Maya,Store,6,950,0.05,5415.0,650,1515.0
2026-01-26,RS-00471,Laptop Pro 14,LAP-140,Computers,Mount Lebanon,Jounieh,Bob,Store,3,950,0.05,2707.5,650,757.5
2025-10-02,RS-00472,27-inch Monitor,MON-027,Displays,South,Saida,Carla,Online,11,220,0,2420,135,935
2025-10-23,RS-00473,Laptop Pro 14,LAP-140,Computers,Mount Lebanon,Byblos,Nour,Store,6,950,0,5700,650,1800
2025-11-21,RS-00474,Wireless Mouse,MOU-014,Accessories,North,Tripoli,Maya,Online,52,28,0.05,1383.2,11,811.2
2025-10-05,RS-00475,Wireless Mouse,MOU-014,Accessories,South,Saida,David,Online,24,28,0,672,11,408
2025-12-18,RS-00476,Laptop Pro 14,LAP-140,Computers,North,Tripoli,Elie,B2B,22,950,0.1,18810.0,650,4510.0
2026-01-20,RS-00477,Noise-Cancel Headset,HDS-033,Audio,Mount Lebanon,Jounieh,Maya,B2B,30,145,0.1,3915.0,85,1365.0
2025-10-05,RS-00478,Gaming Laptop X,LAP-220,Computers,Mount Lebanon,Jounieh,David,Online,4,1250,0.05,4750.0,850,1350.0
2025-11-13,RS-00479,Laptop Pro 14,LAP-140,Computers,North,Tripoli,Nour,Online,4,950,0,3800,650,1200
2025-10-13,RS-00480,Wireless Mouse,MOU-014,Accessories,North,Tripoli,Alice,Online,51,28,0,1428,11,867
2026-01-06,RS-00481,Laptop Pro 14,LAP-140,Computers,Bekaa,Zahle,Rami,Online,4,950,0,3800,650,1200
2026-01-16,RS-00482,Wireless Mouse,MOU-014,Accessories,Bekaa,Zahle,Carla,Store,36,28,0.1,907.2,11,511.2
2026-02-08,RS-00483,Wireless Mouse,MOU-014,Accessories,Beirut,Beirut,Elie,Store,49,28,0,1372,11,833
2025-12-07,RS-00484,Webcam HD,CAM-018,Accessories,South,Saida,Maya,Online,36,65,0,2340,32,1188
2025-10-11,RS-00485,4K Monitor,MON-040,Displays,South,Saida,Rami,Store,5,380,0.1,1710.0,240,510.0
2026-02-04,RS-00486,Laptop Pro 14,LAP-140,Computers,Beirut,Beirut,Bob,Online,4,950,0,3800,650,1200
2025-12-05,RS-00487,Mechanical Keyboard,KEY-022,Accessories,South,Tyre,Elie,Store,35,55,0.1,1732.5,25,857.5
2025-12-14,RS-00488,27-inch Monitor,MON-027,Displays,North,Batroun,Nour,Online,15,220,0,3300,135,1275
2025-10-12,RS-00489,Laptop Pro 14,LAP-140,Computers,Mount Lebanon,Jounieh,Carla,Store,13,950,0,12350,650,3900
2025-10-24,RS-00490,27-inch Monitor,MON-027,Displays,North,Batroun,Carla,Store,10,220,0,2200,135,850
2026-01-25,RS-00491,Gaming Laptop X,LAP-220,Computers,Mount Lebanon,Byblos,Rami,Online,1,1250,0,1250,850,400
2025-10-16,RS-00492,Laptop Sleeve,SLV-010,Accessories,Mount Lebanon,Jounieh,Bob,Store,31,25,0.05,736.25,8,488.25
2026-01-21,RS-00493,Laptop Pro 14,LAP-140,Computers,Mount Lebanon,Byblos,Maya,Online,10,950,0.05,9025.0,650,2525.0
2025-11-03,RS-00494,4K Monitor,MON-040,Displays,South,Tyre,Bob,B2B,8,380,0.1,2736.0,240,816.0
2025-12-06,RS-00495,Mechanical Keyboard,KEY-022,Accessories,North,Tripoli,David,B2B,52,55,0.1,2574.0,25,1274.0
2026-01-19,RS-00496,Wireless Mouse,MOU-014,Accessories,South,Saida,Rami,Store,22,28,0.05,585.2,11,343.2
2026-01-07,RS-00497,Laptop Pro 14,LAP-140,Computers,North,Tripoli,Alice,Online,9,950,0.1,7695.0,650,1845.0
2025-11-12,RS-00498,Laptop Pro 14,LAP-140,Computers,South,Tyre,Maya,Store,9,950,0.15,7267.5,650,1417.5
2025-10-13,RS-00499,4K Monitor,MON-040,Displays,Mount Lebanon,Byblos,Nour,Online,6,380,0.05,2166.0,240,726.0
2025-10-23,RS-00500,Webcam HD,CAM-018,Accessories,South,Tyre,Maya,Store,29,65,0.05,1790.75,32,862.75
2025-10-05,RS-00501,Laptop Pro 14,LAP-140,Computers,Mount Lebanon,Byblos,Alice,Online,6,950,0.05,5415.0,650,1515.0
2025-12-17,RS-00502,Noise-Cancel Headset,HDS-033,Audio,South,Saida,Rami,B2B,18,145,0.1,2349.0,85,819.0
2025-11-27,RS-00503,Webcam HD,CAM-018,Accessories,North,Batroun,Rami,Online,35,65,0,2275,32,1155
2025-11-26,RS-00504,Laptop Pro 14,LAP-140,Computers,North,Batroun,Elie,Online,7,950,0,6650,650,2100
2025-10-28,RS-00505,Laptop Pro 14,LAP-140,Computers,Mount Lebanon,Jounieh,Rami,Store,3,950,0,2850,650,900
2025-11-20,RS-00506,Laptop Pro 14,LAP-140,Computers,Mount Lebanon,Byblos,David,Store,1,950,0.1,855.0,650,205.0
2025-12-26,RS-00507,Laptop Pro 14,LAP-140,Computers,Mount Lebanon,Byblos,Alice,B2B,28,950,0.1,23940.0,650,5740.0
2026-01-26,RS-00508,Mechanical Keyboard,KEY-022,Accessories,Mount Lebanon,Jounieh,Rami,Store,34,55,0.05,1776.5,25,926.5
2026-01-19,RS-00509,Webcam HD,CAM-018,Accessories,South,Tyre,Carla,Online,28,65,0,1820,32,924
2025-12-22,RS-00510,4K Monitor,MON-040,Displays,Mount Lebanon,Byblos,Nour,B2B,21,380,0.1,7182.0,240,2142.0
2025-12-10,RS-00511,27-inch Monitor,MON-027,Displays,North,Batroun,Elie,Store,21,220,0.05,4389.0,135,1554.0
2026-02-09,RS-00512,Gaming Laptop X,LAP-220,Computers,North,Batroun,David,Store,5,1250,0.05,5937.5,850,1687.5
2025-12-14,RS-00513,Wireless Mouse,MOU-014,Accessories,Mount Lebanon,Jounieh,Carla,Store,52,28,0,1456,11,884
2025-12-30,RS-00514,4K Monitor,MON-040,Displays,Mount Lebanon,Byblos,Elie,Online,3,380,0,1140,240,420
2025-10-04,RS-00515,4K Monitor,MON-040,Displays,North,Tripoli,Nour,Store,3,380,0.1,1026.0,240,306.0
2025-11-11,RS-00516,Laptop Sleeve,SLV-010,Accessories,Bekaa,Zahle,Carla,Online,38,25,0.05,902.5,8,598.5
2025-12-15,RS-00517,Gaming Laptop X,LAP-220,Computers,North,Tripoli,Maya,Online,14,1250,0.05,16625.0,850,4725.0
2025-11-27,RS-00518,USB-C Dock,DOC-101,Accessories,Mount Lebanon,Byblos,David,Store,23,120,0.1,2484.0,70,874.0
2025-12-13,RS-00519,Wireless Mouse,MOU-014,Accessories,North,Tripoli,Nour,Store,45,28,0,1260,11,765
2025-10-14,RS-00520,Laptop Pro 14,LAP-140,Computers,Bekaa,Zahle,David,Online,2,950,0.1,1710.0,650,410.0
2026-01-22,RS-00521,Webcam HD,CAM-018,Accessories,North,Batroun,David,Online,34,65,0,2210,32,1122
2025-10-20,RS-00522,Laptop Pro 14,LAP-140,Computers,Mount Lebanon,Jounieh,Bob,Store,3,950,0,2850,650,900
2025-12-07,RS-00523,Laptop Pro 14,LAP-140,Computers,Bekaa,Zahle,Alice,Store,5,950,0,4750,650,1500
2025-12-22,RS-00524,Mechanical Keyboard,KEY-022,Accessories,Bekaa,Zahle,Rami,Online,31,55,0.05,1619.75,25,844.75
2025-10-19,RS-00525,USB-C Dock,DOC-101,Accessories,North,Batroun,David,B2B,26,120,0.1,2808.0,70,988.0
2025-10-24,RS-00526,Gaming Laptop X,LAP-220,Computers,South,Saida,Maya,Store,2,1250,0,2500,850,800
2026-02-13,RS-00527,27-inch Monitor,MON-027,Displays,North,Tripoli,Bob,Online,9,220,0.05,1881.0,135,666.0
2025-12-02,RS-00528,Tablet Air,TAB-080,Tablets,North,Batroun,Nour,B2B,22,420,0.15,7854.0,280,1694.0
2025-12-05,RS-00529,4K Monitor,MON-040,Displays,Bekaa,Zahle,Alice,B2B,25,380,0.1,8550.0,240,2550.0
2026-02-02,RS-00530,Laptop Pro 14,LAP-140,Computers,South,Saida,Maya,Store,1,950,0.15,807.5,650,157.5
2025-11-12,RS-00531,USB Cable,USB-001,Accessories,North,Tripoli,Bob,Store,40,14,0.05,532.0,4,372.0
2025-10-27,RS-00532,Gaming Laptop X,LAP-220,Computers,Mount Lebanon,Byblos,Bob,Online,2,1250,0,2500,850,800
2026-01-26,RS-00533,Wireless Mouse,MOU-014,Accessories,North,Tripoli,Bob,Store,35,28,0,980,11,595
2025-11-28,RS-00534,Noise-Cancel Headset,HDS-033,Audio,Mount Lebanon,Byblos,Nour,Store,17,145,0,2465,85,1020
2025-12-20,RS-00535,Laptop Pro 14,LAP-140,Computers,Beirut,Beirut,Alice,Online,2,950,0.05,1805.0,650,505.0
2025-10-19,RS-00536,Gaming Laptop X,LAP-220,Computers,Beirut,Beirut,Elie,Online,1,1250,0,1250,850,400
2025-10-23,RS-00537,Gaming Laptop X,LAP-220,Computers,South,Tyre,Nour,Store,1,1250,0.05,1187.5,850,337.5
2025-11-04,RS-00538,USB-C Dock,DOC-101,Accessories,Bekaa,Zahle,Carla,Store,14,120,0.1,1512.0,70,532.0
2026-01-04,RS-00539,Tablet Air,TAB-080,Tablets,North,Tripoli,Carla,Store,10,420,0.05,3990.0,280,1190.0
2025-10-22,RS-00540,Gaming Laptop X,LAP-220,Computers,North,Batroun,David,Store,4,1250,0.05,4750.0,850,1350.0
2026-02-09,RS-00541,Laptop Pro 14,LAP-140,Computers,Mount Lebanon,Jounieh,David,Online,4,950,0.05,3610.0,650,1010.0
2025-10-14,RS-00542,Webcam HD,CAM-018,Accessories,South,Tyre,Bob,Store,22,65,0,1430,32,726
2025-10-26,RS-00543,Laptop Pro 14,LAP-140,Computers,South,Tyre,Maya,Store,2,950,0,1900,650,600
2025-10-18,RS-00544,Noise-Cancel Headset,HDS-033,Audio,North,Batroun,Rami,Store,11,145,0.05,1515.25,85,580.25
2025-12-18,RS-00545,Wireless Mouse,MOU-014,Accessories,Mount Lebanon,Jounieh,Maya,Online,60,28,0,1680,11,1020
2025-11-26,RS-00546,Wireless Mouse,MOU-014,Accessories,Mount Lebanon,Byblos,Elie,Online,47,28,0,1316,11,799
2025-12-24,RS-00547,Noise-Cancel Headset,HDS-033,Audio,South,Tyre,Rami,Store,11,145,0,1595,85,660
2025-10-21,RS-00548,Webcam HD,CAM-018,Accessories,Mount Lebanon,Jounieh,David,Store,43,65,0.1,2515.5,32,1139.5
2025-10-20,RS-00549,Wireless Mouse,MOU-014,Accessories,North,Tripoli,Alice,Online,40,28,0,1120,11,680
2025-10-10,RS-00550,4K Monitor,MON-040,Displays,South,Tyre,Carla,Store,1,380,0,380,240,140
2025-12-14,RS-00551,Laptop Pro 14,LAP-140,Computers,Beirut,Beirut,Nour,Store,7,950,0.15,5652.5,650,1102.5
2025-11-12,RS-00552,USB-C Dock,DOC-101,Accessories,Mount Lebanon,Jounieh,Rami,Store,19,120,0.05,2166.0,70,836.0
2025-11-07,RS-00553,Wireless Mouse,MOU-014,Accessories,South,Tyre,Maya,Store,33,28,0,924,11,561
2025-11-29,RS-00554,Laptop Pro 14,LAP-140,Computers,South,Saida,Maya,Store,2,950,0.1,1710.0,650,410.0
2025-10-12,RS-00555,Laptop Pro 14,LAP-140,Computers,North,Batroun,Bob,Online,1,950,0.1,855.0,650,205.0
2025-12-07,RS-00556,4K Monitor,MON-040,Displays,Mount Lebanon,Jounieh,Nour,Online,3,380,0,1140,240,420
2025-10-20,RS-00557,4K Monitor,MON-040,Displays,Mount Lebanon,Byblos,David,Store,1,380,0.05,361.0,240,121.0
2026-02-01,RS-00558,Noise-Cancel Headset,HDS-033,Audio,North,Tripoli,Carla,Store,24,145,0,3480,85,1440
2026-02-09,RS-00559,Mechanical Keyboard,KEY-022,Accessories,South,Saida,Carla,Store,25,55,0,1375,25,750
2025-11-28,RS-00560,27-inch Monitor,MON-027,Displays,North,Batroun,Bob,Store,19,220,0,4180,135,1615
2025-11-23,RS-00561,Mechanical Keyboard,KEY-022,Accessories,Mount Lebanon,Byblos,Alice,Store,58,55,0,3190,25,1740
2026-02-09,RS-00562,Laptop Pro 14,LAP-140,Computers,Mount Lebanon,Jounieh,Alice,Store,10,950,0.1,8550.0,650,2050.0
2026-02-10,RS-00563,Tablet Air,TAB-080,Tablets,North,Tripoli,Elie,B2B,26,420,0.1,9828.0,280,2548.0
2025-11-13,RS-00564,Gaming Laptop X,LAP-220,Computers,Mount Lebanon,Byblos,Carla,Online,11,1250,0.1,12375.0,850,3025.0
2025-11-16,RS-00565,Mechanical Keyboard,KEY-022,Accessories,Bekaa,Zahle,Carla,Online,38,55,0.05,1985.5,25,1035.5
2025-11-28,RS-00566,27-inch Monitor,MON-027,Displays,Mount Lebanon,Jounieh,Bob,Store,22,220,0.05,4598.0,135,1628.0
2026-02-07,RS-00567,Wireless Mouse,MOU-014,Accessories,Mount Lebanon,Jounieh,Bob,Store,38,28,0.1,957.6,11,539.6
2026-02-14,RS-00568,4K Monitor,MON-040,Displays,Beirut,Beirut,Bob,Store,2,380,0,760,240,280
2026-02-16,RS-00569,Webcam HD,CAM-018,Accessories,Mount Lebanon,Byblos,Nour,Store,32,65,0,2080,32,1056
2026-02-01,RS-00570,USB-C Dock,DOC-101,Accessories,Mount Lebanon,Byblos,Maya,Online,19,120,0.05,2166.0,70,836.0
2025-10-26,RS-00571,27-inch Monitor,MON-027,Displays,Bekaa,Zahle,Rami,Online,13,220,0.05,2717.0,135,962.0
2026-02-17,RS-00572,27-inch Monitor,MON-027,Displays,South,Saida,Alice,Online,12,220,0.1,2376.0,135,756.0
2026-02-11,RS-00573,Laptop Pro 14,LAP-140,Computers,North,Tripoli,Nour,Online,3,950,0,2850,650,900
2025-11-09,RS-00574,27-inch Monitor,MON-027,Displays,Bekaa,Zahle,Elie,Online,14,220,0,3080,135,1190
2026-01-02,RS-00575,Mechanical Keyboard,KEY-022,Accessories,Mount Lebanon,Byblos,David,Store,36,55,0,1980,25,1080
2026-02-01,RS-00576,Gaming Laptop X,LAP-220,Computers,Bekaa,Zahle,Maya,Online,1,1250,0,1250,850,400
2025-11-05,RS-00577,Webcam HD,CAM-018,Accessories,Beirut,Beirut,David,Store,50,65,0,3250,32,1650
2026-01-11,RS-00578,USB-C Dock,DOC-101,Accessories,North,Tripoli,Carla,Store,16,120,0.05,1824.0,70,704.0
2025-10-24,RS-00579,Webcam HD,CAM-018,Accessories,South,Tyre,Nour,Store,19,65,0.05,1173.25,32,565.25
2026-01-07,RS-00580,Tablet Air,TAB-080,Tablets,Mount Lebanon,Byblos,Elie,Online,8,420,0.05,3192.0,280,952.0
2025-11-14,RS-00581,Mechanical Keyboard,KEY-022,Accessories,South,Tyre,Alice,Store,32,55,0,1760,25,960
2025-10-09,RS-00582,USB-C Dock,DOC-101,Accessories,South,Saida,Carla,Online,8,120,0,960,70,400
2025-10-01,RS-00583,USB Cable,USB-001,Accessories,Beirut,Beirut,Elie,Online,43,14,0.05,571.9,4,399.9
2026-02-10,RS-00584,Laptop Pro 14,LAP-140,Computers,Beirut,Beirut,Bob,Online,7,950,0.05,6317.5,650,1767.5
2025-12-29,RS-00585,Gaming Laptop X,LAP-220,Computers,Bekaa,Zahle,David,Online,6,1250,0.05,7125.0,850,2025.0
2025-12-06,RS-00586,Laptop Pro 14,LAP-140,Computers,Beirut,Beirut,Bob,Store,13,950,0,12350,650,3900
2025-10-30,RS-00587,USB-C Dock,DOC-101,Accessories,Bekaa,Zahle,Elie,Online,17,120,0.1,1836.0,70,646.0
2025-12-26,RS-00588,USB Cable,USB-001,Accessories,South,Tyre,Rami,B2B,46,14,0.1,579.6,4,395.6
2025-10-30,RS-00589,Gaming Laptop X,LAP-220,Computers,Mount Lebanon,Byblos,David,Online,4,1250,0.15,4250.0,850,850.0
2026-02-10,RS-00590,4K Monitor,MON-040,Displays,Bekaa,Zahle,David,Store,6,380,0,2280,240,840
2025-12-27,RS-00591,Laptop Pro 14,LAP-140,Computers,Mount Lebanon,Jounieh,Rami,Store,6,950,0,5700,650,1800
2025-11-18,RS-00592,4K Monitor,MON-040,Displays,South,Saida,David,Online,7,380,0.1,2394.0,240,714.0
2025-11-22,RS-00593,Gaming Laptop X,LAP-220,Computers,South,Saida,Maya,Store,9,1250,0.05,10687.5,850,3037.5
2026-02-04,RS-00594,Mechanical Keyboard,KEY-022,Accessories,North,Tripoli,Rami,Store,39,55,0,2145,25,1170
2025-12-10,RS-00595,4K Monitor,MON-040,Displays,Bekaa,Zahle,Nour,Store,2,380,0.1,684.0,240,204.0
2026-01-31,RS-00596,Tablet Air,TAB-080,Tablets,North,Tripoli,Maya,Store,5,420,0.05,1995.0,280,595.0
2025-11-14,RS-00597,27-inch Monitor,MON-027,Displays,Beirut,Beirut,Rami,Store,27,220,0,5940,135,2295
2025-10-26,RS-00598,Gaming Laptop X,LAP-220,Computers,Bekaa,Zahle,Carla,Online,4,1250,0,5000,850,1600
2026-01-29,RS-00599,Tablet Air,TAB-080,Tablets,North,Batroun,Maya,Store,1,420,0.1,378.0,280,98.0
2026-01-02,RS-00600,Webcam HD,CAM-018,Accessories,Bekaa,Zahle,Rami,Store,28,65,0,1820,32,924
2025-11-28,RS-00601,Webcam HD,CAM-018,Accessories,Bekaa,Zahle,David,Online,36,65,0.1,2106.0,32,954.0
2025-11-08,RS-00602,27-inch Monitor,MON-027,Displays,North,Tripoli,Carla,Store,19,220,0,4180,135,1615
2026-02-10,RS-00603,4K Monitor,MON-040,Displays,North,Batroun,Rami,Store,1,380,0,380,240,140
2025-11-11,RS-00604,Laptop Pro 14,LAP-140,Computers,Bekaa,Zahle,Rami,Online,3,950,0,2850,650,900
2025-12-25,RS-00605,Gaming Laptop X,LAP-220,Computers,North,Batroun,Elie,Store,2,1250,0.05,2375.0,850,675.0
2025-11-20,RS-00606,4K Monitor,MON-040,Displays,Mount Lebanon,Jounieh,Elie,Store,7,380,0.05,2527.0,240,847.0
2026-02-02,RS-00607,USB-C Dock,DOC-101,Accessories,South,Tyre,Bob,Store,8,120,0,960,70,400
2025-11-12,RS-00608,Mechanical Keyboard,KEY-022,Accessories,North,Batroun,Nour,Online,35,55,0.05,1828.75,25,953.75
2025-10-19,RS-00609,Laptop Pro 14,LAP-140,Computers,North,Batroun,David,Store,1,950,0.05,902.5,650,252.5
2026-01-10,RS-00610,Gaming Laptop X,LAP-220,Computers,South,Tyre,Maya,Online,1,1250,0.05,1187.5,850,337.5
2026-01-24,RS-00611,27-inch Monitor,MON-027,Displays,Mount Lebanon,Jounieh,Alice,Store,21,220,0.05,4389.0,135,1554.0
2025-10-21,RS-00612,Gaming Laptop X,LAP-220,Computers,Mount Lebanon,Byblos,Bob,Store,6,1250,0.15,6375.0,850,1275.0
2026-01-30,RS-00613,4K Monitor,MON-040,Displays,North,Tripoli,Nour,Online,4,380,0.05,1444.0,240,484.0
2025-10-22,RS-00614,Mechanical Keyboard,KEY-022,Accessories,Mount Lebanon,Byblos,Elie,Store,39,55,0.05,2037.75,25,1062.75
2026-01-22,RS-00615,Mechanical Keyboard,KEY-022,Accessories,Mount Lebanon,Jounieh,Carla,Store,40,55,0,2200,25,1200
2026-01-30,RS-00616,27-inch Monitor,MON-027,Displays,Bekaa,Zahle,Rami,Store,8,220,0.15,1496.0,135,416.0
2026-02-16,RS-00617,Laptop Pro 14,LAP-140,Computers,South,Tyre,Nour,Online,1,950,0,950,650,300
2026-02-16,RS-00618,Gaming Laptop X,LAP-220,Computers,Beirut,Beirut,Rami,Store,2,1250,0,2500,850,800
2025-11-09,RS-00619,Gaming Laptop X,LAP-220,Computers,North,Tripoli,Carla,Store,6,1250,0.1,6750.0,850,1650.0
2026-01-31,RS-00620,Gaming Laptop X,LAP-220,Computers,Mount Lebanon,Byblos,Elie,Online,4,1250,0.1,4500.0,850,1100.0
2026-01-04,RS-00621,Laptop Pro 14,LAP-140,Computers,Mount Lebanon,Byblos,Nour,Store,2,950,0.1,1710.0,650,410.0
2025-11-26,RS-00622,Gaming Laptop X,LAP-220,Computers,Mount Lebanon,Byblos,David,Store,1,1250,0.1,1125.0,850,275.0
2025-12-09,RS-00623,Gaming Laptop X,LAP-220,Computers,Bekaa,Zahle,Nour,Store,4,1250,0,5000,850,1600
2026-01-25,RS-00624,Mechanical Keyboard,KEY-022,Accessories,Bekaa,Zahle,Rami,Store,28,55,0,1540,25,840
2025-10-13,RS-00625,USB Cable,USB-001,Accessories,North,Tripoli,Carla,B2B,47,14,0.1,592.2,4,404.2
2025-11-29,RS-00626,Laptop Pro 14,LAP-140,Computers,North,Tripoli,Rami,Store,7,950,0,6650,650,2100
2026-02-05,RS-00627,Laptop Sleeve,SLV-010,Accessories,South,Tyre,Alice,Store,32,25,0,800,8,544
2026-01-09,RS-00628,Laptop Pro 14,LAP-140,Computers,South,Tyre,Carla,Store,1,950,0.1,855.0,650,205.0
2026-01-06,RS-00629,Webcam HD,CAM-018,Accessories,Beirut,Beirut,David,Store,44,65,0.15,2431.0,32,1023.0
2025-11-20,RS-00630,27-inch Monitor,MON-027,Displays,Beirut,Beirut,David,Store,22,220,0.05,4598.0,135,1628.0
2025-12-19,RS-00631,Tablet Air,TAB-080,Tablets,Mount Lebanon,Jounieh,Alice,Online,5,420,0.05,1995.0,280,595.0
2025-12-16,RS-00632,Laptop Pro 14,LAP-140,Computers,North,Tripoli,David,B2B,23,950,0.1,19665.0,650,4715.0
